,authors,title,year,abstract,affiliations,journal
228,"Watkins D Neil, Hammers Hans, Tang Benjamin C, Karagiannis Emmanouil D, Koskimaki Jacob E, Pili Roberto, Popel Aleksander S","Pentastatin-1, a collagen IV derived 20-mer peptide, suppresses tumor growth in a small cell lung cancer xenograft model",2010,"<p>Abstract</p> <p>Background</p> <p>Angiogenesis is the formation of neovasculature from a pre-existing vascular network. Progression of solid tumors including lung cancer is angiogenesis-dependent. We previously introduced a bioinformatics-based methodology to identify endogenous anti-angiogenic peptide sequences, and validated these predictions <it>in vitro </it>in human umbilical vein endothelial cell (HUVEC) proliferation and migration assays.</p> <p>Methods</p> <p>One family of peptides with high activity is derived from the α-fibrils of type IV collagen. Based on the results from the <it>in vitro </it>screening, we have evaluated the ability of a 20 amino acid peptide derived from the α5 fibril of type IV collagen, pentastatin-1, to suppress vessel growth in an angioreactor-based directed <it>in vivo </it>angiogenesis assay (DIVAA). In addition, pentastatin-1 suppressed tumor growth with intraperitoneal peptide administration in a small cell lung cancer (SCLC) xenograft model in nude mice using the NCI-H82 human cancer cell line.</p> <p>Results</p> <p>Pentastatin-1 decreased the invasion of vessels into angioreactors <it>in vivo </it>in a dose dependent manner. The peptide also decreased the rate of tumor growth and microvascular density <it>in vivo </it>in a small cell lung cancer xenograft model.</p> <p>Conclusions</p> <p>The peptide treatment significantly decreased the invasion of microvessels in angioreactors and the rate of tumor growth in the xenograft model, indicating potential treatment for angiogenesis-dependent disease, and for translational development as a therapeutic agent for lung cancer.</p>",NaN; NaN; NaN; NaN; NaN; NaN; NaN,BMC Cancer
229,Adam Konopka,„Us” and „them” in the language of conservative islamophobia - referential and predicational strategies in Polish right-wing press discourse on the migration crisis in 2015,2019,"As Vincent Geisser noted in his book, La Nouvelle Islamophobie, islamophobia can be defined as a form of cultural racism which puts emphasis especially on religion (Islam) as the agent of distinction between ‘Us’ and ‘Them’, based usually on a phantasmatic idea of Islam and Muslims. The islamophobic phenomenon increased radically in Poland during the peak of the migration crisis in the second half of 2015, following numerous press articles and columns which provide a background for such prejudice. The right-wing press titles provided space for authors voicing discriminative opinions about (mostly Muslim) refugees and immigrants from the Middle East and Northern Africa. Using a Discourse-Historical Approach (Wodak, Reisigl), the author analysed which predicational and referential strategies are used to designate social actors and where the line of distinction is drawn between the categories of ‘Us’ and ‘Them’ in right-wing press discourse on the migration crisis. The analysis suggests that right-wing publicists distinguish two diff erent subcategories of ‘Them’: a) refugees and immigrants (usually Muslim) and b) the liberal political and media elites. Therefore, the analysed texts could be perceived as examples of ‘conservative islamophobia’, as defi ned by Monika Bobako, in which European Christian identity is the basis for prejudice against Muslims and liberal advocates of multi-culturalism.",Uniwersytet Gdański,Studia Humanistyczne AGH
230,"Edy Meiyanto, Herwandhani Putri, Yonika Arum Larasati, Rohmad Yudi Utomo, Riris Istighfari Jenie, Muthi Ikawati, Beni Lestari, Noriko Yoneda-Kato, Ikuko Nakamae, Masashi Kawaichi, Jun-Ya Kato","Anti-proliferative and Anti-metastatic Potential of Curcumin Analogue, Pentagamavunon-1 (PGV-1), Toward Highly Metastatic Breast Cancer Cells in Correlation with ROS Generation",2019,"Purpose: Pentagamavunon-1 (PGV-1) is a curcumin analogue that shows cytotoxic activity in various cancer cells. In this study, we evaluated the effect of PGV-1 on a highly metastatic breast cancer cell line, the 4T1 cells, as an anti-metastatic and anti-proliferative agent. Methods: Cell viability was evaluated using MTT assay; while cell cycle profile, apoptosis incidence, and ROS intracellular level were determined by flow cytometry. Cell senescence was observed under senescence-associated-β-galactosidase (SA-β-gal) staining assay. The expression of matrixmetalloproteinase-9 (MMP-9) was determined using immunoreaction based-ELISA, while other proteins expression were detected using immunoblotting. Results: Curcumin and PGV-1 showed cytotoxic effects on 4T1 cells with IC50 value of 50 and 4 µM, respectively. The cytotoxic activity of PGV-1 was correlated to the induction of G2/M cell cycle arrest and cell senescence. Furthermore, PGV-1 increased the accumulation of intracellular ROS level. We also revealed that PGV-1 bound to several ROS-metabolizing enzymes, including glyoxalase I (GLO1), peroxiredoxin 1 (PRDX1), N-ribosyldihydronicotinamide: quinone reductase 2 (NQO2), aldo-keto reductase family 1 member c1 (AKR1C1). As an antimetastatic agent, PGV-1 showed less inhibitory effect on cell migration compared to curcumin. However, PGV-1 significantly decreased MMP-9 protein expression in a dose-dependent manner suggesting it still potent to inhibit metastatic cells. Conclusion: Overall, our findings suggest that PGV-1 is potential to be developed as an antiproliferative and anti-metastatic agent.","Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Cancer Chemoprevention Research Center, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Cancer Chemoprevention Research Center, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Cancer Chemoprevention Research Center, Faculty of Pharmacy, Universitas Gadjah Mada, Yogyakarta 55281 Indonesia.; Laboratory of Tumor Cell Biology, Nara Institute of Science and Technology, Japan.; Laboratory of Tumor Cell Biology, Nara Institute of Science and Technology, Japan.; Laboratory of Gene Function in Animals, Nara Institute of Science and Technology, Japan.; Laboratory of Tumor Cell Biology, Nara Institute of Science and Technology, Japan.",Advanced Pharmaceutical Bulletin
231,"Zhenjiang Zhang, Chen Li, ShengLung Peng, Xintong Pei",A new task offloading algorithm in edge computing,2021,"Abstract In the last few years, the Internet of Things (IOT), as a new disruptive technology, has gradually changed the world. With the prosperous development of the mobile Internet and the rapid growth of the Internet of Things, various new applications continue to emerge, such as mobile payment, face recognition, wearable devices, driverless, VR/AR, etc. Although the computing power of mobile terminals is getting higher and the traditional cloud computing model has higher computing power, it is often accompanied by higher latency and cannot meet the needs of users. In order to reduce user delay to improve user experience, and at the same time reduce network load to a certain extent, edge computing, as an application of IOT, came into being. In view of the new architecture after dating edge computing, this paper focuses on the task offloading in edge computing, from task migration in multi-user scenarios and edge server resource management expansion, and proposes a multi-agent load balancing distribution based on deep reinforcement learning DTOMALB, a distributed task allocation algorithm, can perform a reasonable offload method for this scenario to improve user experience and balance resource utilization. Simulations show that the algorithm has a certain adaptability compared to the traditional algorithm in the scenario of multi-user single cell, and reduces the complexity of the algorithm compared to the centralized algorithm, and reduces the average response delay of the overall user. And balance the load of each edge computing server, improve the robustness and scalability of the system.","School of Electronic and Information Engineering, Key Laboratory of Communication and Information Systems, Beijing Municipal Commission of Education, Beijing Jiaotong University; School of Electronic and Information Engineering, Key Laboratory of Communication and Information Systems, Beijing Municipal Commission of Education, Beijing Jiaotong University; National Taipei University of Business; School of Electronic and Information Engineering, Key Laboratory of Communication and Information Systems, Beijing Municipal Commission of Education, Beijing Jiaotong University",EURASIP Journal on Wireless Communications and Networking
232,"K. F. Khafizov, A. S. Speranskaya, A. D. Matsvay, G. A. Shipulin, V. G. Dedkov",Advanced technologies in diagnostics of viral diseases of unknown etiology,2020,"Unveiling origin of infectious diseases with unknown etiology is one of the major issues in contemporary medicine, since a laboratory-confirmed diagnosis may, unfortunately, be obtained solely in very few cases. Because the majority of the most common mid-latitude infections display a typical overt clinical picture, this problem has not been paid a proper attention until recently. Recent rise in incidence rate of infectious diseases lacking typical clinical signs observed lately makes it extremely important to consider the problem more closely. It is believed that such trend is due to a whole body of reasons, including impaired sanitary control, increased both internal and external migration flows, refusal of vaccination in case of long-lasting epidemic wellbeing, emergence of atypical bacterial strains of bacteria resulting from irrational antibiotic therapy etc. Viruses constitute the largest group of organisms on our planet accounting for them as the most common causative agent of infectious diseases of unknown etiology. Some estimates obtained by mathematical modeling propose that at least 320,000 types of viruses capable of infecting mammals may exist, most of which have not been described yet. Hence, monitoring circulation of the known viral pathogens, tracing down their spreading and changes in genome nucleotide sequence as well as revealing new types of viruses become important aspects of epidemiological surveillance necessary for timely response to emerging threats, prediction and early detection of outbreaks both in humans and animals. This review summarizes traditional molecular genetics methods for detection of viral pathogens, such as PCR, real-time PCR, Sanger sequencing with pre-cloning, and methods based on the second and third generation sequencing. Therefore, a more detailed overview was provided to diverse methods based on using such technologies because viral infectious agents investigated with high-throughput sequencing (or NGS — Next Generation Sequencing) has been increasingly appreciated as feasible for diagnostics, disease control, molecular epidemiology and infection control. Finally, a special attention was also paid to the approaches used to enrich the viral genetic material in samples containing low amount of pathogen nucleic acids.","Central Research Institute of Epidemiology; Center of Strategical Planning of the Ministry of Health; Central Research Institute of Epidemiology; Lomonosov Moscow State University; Central Research Institute of Epidemiology; Moscow Institute of Physics and Technology; Center of Strategical Planning of the Ministry of Health; St. Petersburg Pasteur Institute; Martsinovsky Institute of Medical Parasitology, Tropical and Vector-Borne Diseases",Infekciâ i Immunitet
233,"Jia-Fang Liu, Kuang  Chi Lai, Shu-Fen Peng, Pornsuda Maraming, Yi-Ping Huang, An-Cheng Huang, Fu-Shin Chueh, Wen-Wen Huang, Jing-Gung Chung","Berberine Inhibits Human Melanoma A375.S2 Cell Migration and Invasion via Affecting the FAK, uPA, and NF-κB Signaling Pathways and Inhibits PLX4032 Resistant A375.S2 Cell Migration In Vitro",2018,"Many studies have demonstrated that berberine inhibited the cell migration and invasion in human cancer cell lines. However, the exact molecular mechanism of berberine inhibiting the cell migration and invasion of human melanoma A375.S2 and A375.S2/PLX (PLX4032 induced resistant A375.S2) skin cancer cells remains unknown. In this study, we investigated the anti-metastasis mechanisms of berberine in human melanoma cancer A375.S2 cells and A375.S2/PLX resistant cells in vitro. Berberine at low concentrations (0, 1, 1.5 and 2 μM) induced cell morphological changes and reduced the viable cell number and inhibited the mobility, migration, and invasion of A375.S2 cells that were assayed by wound healing and transwell filter. The gelatin zymography assay showed that berberine slightly inhibited MMP-9 activity in A375.S2 cells. Results from western blotting indicated that berberine inhibited the expression of MMP-1, MMP-13, E-cadherin, N-cadherin, RhoA, ROCK1, SOS-1, GRB2, Ras, p-ERK1/2, p-c-Jun, p-FAK, p-AKT, NF-κB, and uPA after 24 h of treatment, but increased the PKC and PI3K in A375.S2 cells. PLX4032 is an inhibitor of the BRAFV600E mutation and used for the treatment of cancer cells harboring activated BRAF mutations. Berberine decrease cell number and inhibited the cell mobility in the resistant A375.S2 (A375.S2/PLX, PLX4032 generated resistant A375.S2 cells). Based on these observations, we suggest that the potential of berberine as an anti-metastatic agent in melanoma that deserves to be investigated in more detail, including in vivo studies in future.","Department of Biological Science and Technology, China Medical University, Taichung 40402, Taiwan; Department of Medical Laboratory Science and Biotechnology, College of Medicine and Life Science, Chung Hwa University of Medical Technology, Tainan 71703, Taiwan; Department of Biological Science and Technology, China Medical University, Taichung 40402, Taiwan; Biomedical Sciences Program, Graduate School, Khon Kaen University, Khon Kaen 40002, Thailand; Department of Physiology, College of Medicine, China Medical University, Taichung 40402, Taiwan; Department of Nursing, St. Mary’s Junior College of Medicine, Nursing and Management, Yilan 26644, Taiwan; Department of Food Nutrition and Health Biotechnology, Asia University, Taichung 41354, Taiwan; Department of Biological Science and Technology, China Medical University, Taichung 40402, Taiwan; Department of Biological Science and Technology, China Medical University, Taichung 40402, Taiwan",Molecules
234,"Chung-Chih Tseng, Yu-Cheng Lai, Tsu-Jen Kuo, Jui-Hsin Su, Ping-Jyun Sung, Chien-Wei Feng, Yen-You Lin, Pei-Chin Chen, Ming-Hong Tai, Shu-Yu Cheng, Hsiao-Mei Kuo, Zhi-Hong Wen","Rhodoptilometrin, a Crinoid-Derived Anthraquinone, Induces Cell Regeneration by Promoting Wound Healing and Oxidative Phosphorylation in Human Gingival Fibroblast Cells",2019,"Gingival recession (GR) potentially leads to the exposure of tooth root to the oral cavity microenvironment and increases susceptibility to dental caries, dentin hypersensitivity, and other dental diseases. Even though many etiological factors were reported, the specific mechanism of GR is yet to be elucidated. Given the species richness concerning marine biodiversity, it could be a treasure trove for drug discovery. In this study, we demonstrate the effects of a marine compound, (+)-rhodoptilometrin from crinoid, on gingival cell migration, wound healing, and oxidative phosphorylation (OXPHOS). Experimental results showed that (+)-rhodoptilometrin can significantly increase wound healing, migration, and proliferation of human gingival fibroblast cells, and it does not have effects on oral mucosa fibroblast cells. In addition, (+)-rhodoptilometrin increases the gene and protein expression levels of focal adhesion kinase (FAK), fibronectin, and type I collagen, changes the intracellular distribution of FAK and F-actin, and increases OXPHOS and the expression levels of complexes I~V in the mitochondria. Based on our results, we believe that (+)-rhodoptilometrin might increase FAK expression and promote mitochondrial function to affect cell migration and promote gingival regeneration. Therefore, (+)-rhodoptilometrin may be a promising therapeutic agent for GR.","Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Graduate Institute of Marine Biology, National Dong Hwa University, Pingtung 944, Taiwan; Graduate Institute of Marine Biology, National Dong Hwa University, Pingtung 944, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Department of Orthopedic Surgery, Ping-Tung Christian Hospital, Pingtung 90059, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Center for Neuroscience, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan; Department of Marine Biotechnology and Resources, National Sun Yat-sen University, Kaohsiung 80424, Taiwan",Marine Drugs
235,"Jae-Won Seo, Habeen Park, Dogeun Kim, Seoyun Lee, Young Gook Koh, Jang Yong Kim, Insoo Park, Wonmok Lee",In Vivo Animal Study of a Highly Viscous N-butyl Cyanoacrylate Medical Adhesive for Intravenous Embolization,2021,"N-butyl cyanoacrylate (NBCA) is a liquid monomer that undergoes an exothermic polymerization reaction to form a solid upon initiation with hydroxyl anions. Recently, EGpresto, a highly viscous NBCA-based adhesive, has been developed for vascular-occlusion purposes. In this study, we investigated the heat of polymerization of EGpresto and compared the results with those of a low-viscosity NBCA glue. Results show that EGpresto exhibited a lower heat of polymerization (64 ± 7 °C vs. 34 ± 1 °C). This was due to its high viscosity, which resulted in a delayed polymerization time. To investigate the efficacy and safety of EGpresto for intravenous embolization, a 14 d in vivo animal test was conducted using three pigs. Five cc of EGpresto was injected into the epigastric vein of each animal. Complete postoperative vein occlusion was confirmed at 7 and 14 d by ultrasonographic visualization. After the animals were sacrificed, the operated and unoperated veins were exposed, and the injected adhesive was found without migration. During the histology, the injected adhesive was not found in the inner or outer vein walls, and the immune reactions seemed to be the only foreign-body reaction, showing that EGpresto is a non-toxic and safe intravascular embolic agent.","ENGAIN Co. Ltd., 700, Daewangpangyo-ro, Bundang-gu, Seongnam 13488, Gyeonggi-do, Korea; ENGAIN Co. Ltd., 700, Daewangpangyo-ro, Bundang-gu, Seongnam 13488, Gyeonggi-do, Korea; ENGAIN Co. Ltd., 700, Daewangpangyo-ro, Bundang-gu, Seongnam 13488, Gyeonggi-do, Korea; ENGAIN Co. Ltd., 700, Daewangpangyo-ro, Bundang-gu, Seongnam 13488, Gyeonggi-do, Korea; ENGAIN Co. Ltd., 700, Daewangpangyo-ro, Bundang-gu, Seongnam 13488, Gyeonggi-do, Korea; Department of Surgery, Seoul St. Mary’s Hospital, College of Medicine, The Catholic University of Korea, Seoul 06591, Korea; Charm Vascular Clinic, 1814 Nambu-sunhwan-ro, Gwanak-gu, Seoul 08787, Korea; ENGAIN Co. Ltd., 700, Daewangpangyo-ro, Bundang-gu, Seongnam 13488, Gyeonggi-do, Korea",Materials
236,"Marthandam Asokan Shibu, Yu-Jung Lin, Chien-Yi Chiang, Cheng-You Lu, Debakshee Goswami, Navaneethan Sundhar, Surbhi Agarwal, Md. Nazmul Islam, Pi-Yu Lin, Shinn-Zong Lin, Tsung-Jung Ho, Wan-Ting Tsai, Wei-Wen Kuo, Chih-Yang Huang",Novel anti-aging herbal formulation Jing Si displays pleiotropic effects against aging associated disorders,2022,"Common characteristics of aging include reduced somatic stem cell number, susceptibility to cardiac injuries, metabolic imbalances and increased risk for oncogenesis. In this study, Pleiotropic anti-aging effects of a decoction Jing Si herbal drink (JS) containing eight Traditional Chinese Medicine based herbs, with known effects against aging related disorders was evaluated. Adipose derived mesenchymal stem cells (ADMSCs) from 16 week old adult and 24 month old aging WKY rats were evaluated for the age-related changes in stem cell homeostasis. Effects of JS on self-renewal, klotho and Telomerase Reverse Transcriptase expression DNA damage response were determined by immunofluorescence staining. The effects were confirmed in senescence induced human ADMSCs and in addition, the potential of JS to maintain telomere length was evaluated by qPCR analysis in ADMSCs challenged for long term with doxorubicin. Further, the effects of JS on doxorubicin-induced hypertrophic effect and DNA damage in H9c2 cardiac cells; MPP+-induced damages in SH-SY5Y neuron cells were investigated. In addition, effects of JS in maintaining metabolic regulation, in terms of blood glucose regulation in type-II diabetes mice model, and their potential to suppress malignancy in different cancer cells were ascertained. The results show that JS maintains stem cell homeostasis and provides cytoprotection. In addition JS regulates blood glucose metabolism, enhances autophagic clearances in neurons and suppresses cancer growth and migration. The results show that JS acts on multiple targets and provides a cumulative protective effect against various age-associated disorders and therefore it is a candidate pleiotropic agent for healthy aging.","Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Buddhist Tzu Chi Charity Foundation, Hualien 970, Taiwan; Bioinnovation Center, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Department of Neurosurgery, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Department of Chinese Medicine, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Tzu Chi University, Hualien, Taiwan; Integration Center of Traditional Chinese and Modern Medicine, Hualien Tzu Chi Hospital, Hualien 97002, Taiwan; School of Post‑Baccalaure‑ate Chinese Medicine, College of Medicine, Tzu Chi University, Hualien 97004, Taiwan; Buddhist Tzu Chi Foundation Hospital, Hualien 97002, Taiwan; Department of Biological Science and Technology, College of Life Sciences, China Medical University, Taichuang 406, Taiwan; Ph.D. Program for Biotechnology Industry, China Medical University, Taichuang 406, Taiwan; Correspondence to: Department of Biological Science and Technology, College of Life Sciences, China Medical University, Taichuang 406, Taiwan.; Cardiovascular and Mitochondrial Related Disease Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Hualien 970, Taiwan; Graduate Institute of Biomedical Sciences, China Medical University, Taichung 404, Taiwan; Department of Biological Science and Technology, Asia University, Taichung 413, Taiwan; Center of General Education, Buddhist Tzu Chi Medical Foundation, Tzu Chi University of Science and Technology, Hualien 970, Taiwan; Department of Medical Research, China Medical University Hospital, China Medical University, Taichung 404, Taiwan; Correspondence to: Cardiovascular and Mitochondria Related Diseases Research Center, Hualien Tzu Chi Hospital, Buddhist Tzu Chi Medical Foundation, Tzu Chi University of Science and Technology, Hualien 970, Taiwan.",Biomedicine & Pharmacotherapy
237,"Chih-Jung Yao, Jyh-Ming Chow, Pei-Chun Lin, Tsai-Shu Hu, Hui-Ching Kuo, Jhy-Shrian Huang, Kuan-Jen Bai, Gi-Ming Lai",Activation of p53/miR-34a Tumor Suppressor Axis by Chinese Herbal Formula JP-1 in A549 Lung Adenocarcinoma Cells,2016,"Lung cancer is the leading cause of cancer death worldwide; the most common pathologic type is lung adenocarcinoma (LADC). In spite of the recent progress in targeted therapy, most LADC patients eventually expired due to the inevitable recurrence and drug resistance. New complementary agent with evidence-based molecular mechanism is urgently needed. MiR-34a is an important p53 downstream tumor suppressor, which regulates apoptosis, cell-cycle, EMT (epithelial mesenchymal transition), and so forth. Its expression is deficient in many types of cancers including LADC. Here, we show that a Chinese herbal formula JP-1 activates p53/miR-34a axis in A549 human LADC cells (p53 wild-type). Treatment with JP-1 induces p53 and its downstream p21 and BAX proteins as well as the miR-34a, resulting in growth inhibition, colony formation reduction, migration repression, and apoptosis induction. Accordingly, the decreases of miR-34a downstream targets such as CDK6, SIRT1, c-Myc, survivin, Snail, and AXL were observed. Moreover, JP-1 activates AMPKα and reduces mTOR activity, implying its inhibitory effect on the energy-sensitive protein synthesis and cell proliferation signaling. Our results show that JP-1 activates p53/miR-34a tumor suppressor axis and decreases proteins related to proliferation, apoptosis resistance, and metastasis, suggesting its potential as a complementary medicine for LADC treatment.","Cancer Center, Wan Fang Hospital, Taipei Medical University, Taipei 11696, Taiwan; Department of Internal Medicine, School of Medicine, College of Medicine, Taipei Medical University, Taipei 11031, Taiwan; Cancer Center, Wan Fang Hospital, Taipei Medical University, Taipei 11696, Taiwan; Cancer Center, Wan Fang Hospital, Taipei Medical University, Taipei 11696, Taiwan; Cancer Center, Wan Fang Hospital, Taipei Medical University, Taipei 11696, Taiwan; Comprehensive Cancer Center of Taipei Medical University, Taipei 11031, Taiwan; Division of Pulmonary Medicine, Department of Internal Medicine, Wan Fang Hospital, Taipei Medical University, Taipei 11696, Taiwan; Cancer Center, Wan Fang Hospital, Taipei Medical University, Taipei 11696, Taiwan",Evidence-Based Complementary and Alternative Medicine
238,"Wojciech M. Ciszewski, Małgorzata Chmielewska-Kassassir, Lucyna A. Wozniak, Katarzyna Sobierajska",Thymidylate Synthase Overexpression Drives the Invasive Phenotype in Colon Cancer Cells,2022,"Thymidylate synthase (TYMS) is the crucial enzymatic precursor for DNA biosynthesis and, therefore, the critical target for numerous types of chemotherapy, including the most frequently applied agent in colon cancer treatment 5-fluorouracil (5-FU). TYMS also seems to be associated with cancer metastasis and acquiring mesenchymal character by tumor cells during epithelial–mesenchymal transition (EMT). Based on that knowledge, we decided to investigate the role of TYMS in the modulation of invasive ability in colon cancer cells, where its effect on cancer metastasis has not been studied in detail before. We employed colon cancer cells isolated from different stages of tumor development, cells undergoing EMT, and TYMS overexpressing cells. The elongation ratio, cell migration, invasion assay, and MMP-7 secretion were applied to analyze the cell behavior. Important epithelial and mesenchymal markers characteristic of EMT were examined at the protein level by Western blot assay. Overall, our study showed a correlation between TYMS level and invasion ability in colon cancer cells and, above all, a crucial role of TYMS in the EMT regulation. We postulate that chemotherapeutics that decrease or inhibit TYMS expression could increase the effectiveness of the therapy in patients with colon cancer, especially in the metastatic stage.","Department of Molecular Cell Mechanisms, Medical University of Lodz, Mazowiecka 6/8, 92-215 Lodz, Poland; Department of Structural Biology, Medical University of Lodz, Zeligowskiego 7/9, 90-752 Lodz, Poland; Department of Structural Biology, Medical University of Lodz, Zeligowskiego 7/9, 90-752 Lodz, Poland; Department of Molecular Cell Mechanisms, Medical University of Lodz, Mazowiecka 6/8, 92-215 Lodz, Poland",Biomedicines
239,"Yanjiang Wang, Yujuan Qi, Yongping Li",Memory-Based Multiagent Coevolution Modeling for  Robust Moving Object Tracking,2013,"The three-stage human brain memory model is incorporated into a multiagent coevolutionary process for finding the best match of the appearance of an object, and a memory-based multiagent coevolution algorithm for robust tracking the moving objects is presented in this paper. Each agent can remember, retrieve, or forget the appearance of the object through its own memory system by its own experience. A number of such memory-based agents are randomly distributed nearby the located object region and then mapped onto a 2D lattice-like environment for predicting the new location of the object by their coevolutionary behaviors, such as competition, recombination, and migration. Experimental results show that the proposed method can deal with large appearance changes and heavy occlusions when tracking a moving object. It can locate the correct object after the appearance changed or the occlusion recovered and outperforms the traditional particle filter-based tracking methods.","College of Information and Control Engineering, China University of Petroleum, No. 66, Changjiang West Road, Economic and Technological Development Zone, Qingdao 266580, China; College of Information and Control Engineering, China University of Petroleum, No. 66, Changjiang West Road, Economic and Technological Development Zone, Qingdao 266580, China; College of Information and Control Engineering, China University of Petroleum, No. 66, Changjiang West Road, Economic and Technological Development Zone, Qingdao 266580, China",The Scientific World Journal
240,"Afzal Hussain, Mohamed  F. AlAjmi, Md.  Tabish Rehman, Azmat  Ali Khan, Perwez  Alam Shaikh, Rais  Ahmad Khan",Evaluation of Transition Metal Complexes of Benzimidazole-Derived Scaffold as Promising Anticancer Chemotherapeutics,2018,"Three new transition metal complexes, Cu(II) 1, Co(II) 2, and Zn(II) 3 with ligand &ldquo;bimnap&rdquo; derived from 1-methyl-2-aminobenzimidazole and 2-hydroxynapthaldehyde were synthesized and characterized. The structure of the ligand was determined by single X-ray crystallography. All the three complexes, 1&ndash;3, were examined for the mode of interaction with biomolecule viz., calf thymus-DNA (CT-DNA) using various spectroscopic methods. The nuclease activity was performed against pBR322 DNA that exhibited concentration-dependent degradation of the nucleic acid. The mechanism of DNA cleavage was studied by the electrophoretic pattern in the presence of the radical scavengers. Also, the complexes 1&ndash;3 were analyzed for groove binding affinity. Moreover, in vitro cytotoxicities of the complexes 1&ndash;3 were tested against the five human cancer cell lines, i.e., HeLa, SK-MEL-1, HepG2, HT108, and MDA-MB 231. Also, the cell adhesion and migration properties upon treatment of cell lines with complexes 1&ndash;3, and consequently, their cell death pathway via apoptosis and necrosis were analyzed. Further, complexes 1&ndash;3 were studied in vivo for their toxicities and tolerabilities in mice. In sum, the complexes 1&ndash;3 showed merits of an effective anticancer agent in cell lines&ndash;based study while minor side effects were observed in vivo.","Department of Pharmacognosy, College of Pharmacy, King Saud University, P.O. Box 2457, 11451 Riyadh, Saudi Arabia; Department of Pharmacognosy, College of Pharmacy, King Saud University, P.O. Box 2457, 11451 Riyadh, Saudi Arabia; Department of Pharmacognosy, College of Pharmacy, King Saud University, P.O. Box 2457, 11451 Riyadh, Saudi Arabia; Department of Pharmaceutical Chemistry, College of Pharmacy, King Saud University, P.O. Box 2457, 11451 Riyadh, Saudi Arabia; Department of Pharmacognosy, College of Pharmacy, King Saud University, P.O. Box 2457, 11451 Riyadh, Saudi Arabia; Department of Chemistry, College of Science, King Saud University, P.O. Box 2455, 11451 Riyadh, Saudi Arabia",Molecules
