,social_sciences?,international_migration?,authors,title,year,journal,affiliations,abstract
484,1,1,"Giacomo Vaccario, Luca Verginer, Frank Schweitzer",Reproducing Scientists’ Mobility: A Data-Driven Model,2021,Scientific Reports,"Chair of Systems Design, ETH Zürich; Chair of Systems Design, ETH Zürich; Chair of Systems Design, ETH Zürich","Abstract High skill labour is an important factor underpinning the competitive advantage of modern economies. Therefore, attracting and retaining scientists has become a major concern for migration policy. In this work, we study the migration of scientists on a global scale, by combining two large data sets covering the publications of 3.5 million scientists over 60 years. We analyse their geographical distances moved for a new affiliation and their age when moving, this way reconstructing their geographical “career paths”. These paths are used to derive the world network of scientists’ mobility between cities and to analyse its topological properties. We further develop and calibrate an agent-based model, such that it reproduces the empirical findings both at the level of scientists and of the global network. Our model takes into account that the academic hiring process is largely demand-driven and demonstrates that the probability of scientists to relocate decreases both with age and with distance. Our results allow interpreting the model assumptions as micro-based decision rules that can explain the observed mobility patterns of scientists."
485,0,0,"Ru Chen, Juan Wu, Chang Lu, Ting Yan, Yu Qian, Huiqing Shen, Yujing Zhao, Jianzhen Wang, Pengzhou Kong, Xinri Zhang",Systematic Transcriptome Analysis Reveals The Inhibitory Function Of Cinnamaldehyde In Non-Small Cell Lung Cancer,2021,Frontiers in Pharmacology,"Department of Respiratory and Critical Care Medicine, The First Hospital of Shanxi Medical University, Taiyuan, China; Department of Respiratory and Critical Care Medicine, The First Hospital of Shanxi Medical University, Taiyuan, China; College of Animal Science, Shanxi Agricultural University, Taigu, China; Department of Pathology and Shanxi Key Laboratory of Carcinogenesis and Translational Research on Esophageal Cancer, Shanxi Medical University, Taiyuan, China; Department of Pathology and Shanxi Key Laboratory of Carcinogenesis and Translational Research on Esophageal Cancer, Shanxi Medical University, Taiyuan, China; Department of Respiratory and Critical Care Medicine, The First Hospital of Shanxi Medical University, Taiyuan, China; Department of Respiratory and Critical Care Medicine, The First Hospital of Shanxi Medical University, Taiyuan, China; Department of Respiratory and Critical Care Medicine, The First Hospital of Shanxi Medical University, Taiyuan, China; Department of Pathology and Shanxi Key Laboratory of Carcinogenesis and Translational Research on Esophageal Cancer, Shanxi Medical University, Taiyuan, China; Department of Respiratory and Critical Care Medicine, The First Hospital of Shanxi Medical University, Taiyuan, China","Cinnamaldehyde (CA) is the main component extracted from the traditional Chinese medicine cinnamon. Recent studies revealed that CA has antiviral and anti-tumor effects. However, the effect and mechanism of CA on non-small cell lung cancer (NSCLC) through whole transcriptome sequencing integrated analysis have not been systematically investigated. In this study, whole transcriptome sequencing was used to identify differentially expressed messenger RNAs (mRNAs), micro RNAs (miRNAs), and long non-coding RNAs (lncRNAs) that were influenced by CA and screen regulatory pathways. The results showed that CA significantly inhibited proliferation, invasion, and migration, whereas it induced the apoptosis of NSCLC cells. CA inhibited tumor growth in vivo. Gene ontology and Kyoto Encyclopedia of Genes and Genomes analysis revealed that these differentially expressed mRNAs were potentially implicated in the CA-suppressing malignant phenotypes of NSCLC. According to the competing endogenous RNA (ceRNA) hypothesis, a ceRNA network was constructed, including 13 mRNAs, 6 miRNAs, and 11 lncRNAs. Kyoto Encyclopedia of Genes and Genomes analysis of the 13 mRNAs in the ceRNA network showed that suppressors of cytokine signaling 1 (SOCS1), BTG anti-proliferation factor 2 (BTG2), and Bruton tyrosine kinase (BTK) were significantly enriched in the JAK/STAT signaling pathway, RNA degradation, and nuclear factor-κB (NF-κB) signaling pathway related to cancer. These findings indicated that SOCS1, BTG2, and BTK play an essential role in CA against NSCLC. Meanwhile, based on the ceRNA network, three lncRNAs (long intergenic non-protein coding RNA 1504 [LINC01504], LINC01783, and THUMPD3 antisense RNA 1 [THUMPD3-AS1]) and three miRNAs (has-miR-155-5p, has-miR-7-5p, and has-miR-425-5p) associated with SOCS1, BTG2, and BTK may be important in CA against NSCLC. Taken together, the present study demonstrated the activity of CA against lung cancer and its potential use as a therapeutic agent."
486,0,0,"Maohua Guo, Jinlong Fei",Website Fingerprinting Attacks Based On Homology Analysis,2021,Security and Communication Networks,"State Key Laboratory of Mathematical Engineering and Advanced Computing, Zhengzhou 450002, China; State Key Laboratory of Mathematical Engineering and Advanced Computing, Zhengzhou 450002, China","Website fingerprinting attacks allow attackers to determine the websites that users are linked to, by examining the encrypted traffic between the users and the anonymous network portals. Recent research demonstrated the feasibility of website fingerprinting attacks on Tor anonymous networks with only a few samples. Thus, this paper proposes a novel small-sample website fingerprinting attack method for SSH and Shadowsocks single-agent anonymity network systems, which focuses on analyzing homology relationships between website fingerprinting. Based on the latter, we design a Convolutional Neural Network-Bidirectional Long Short-Term Memory (CNN-BiLSTM) attack classification model that achieves 94.8% and 98.1% accuracy in classifying SSH and Shadowsocks anonymous encrypted traffic, respectively, when only 20 samples per site are available. We also highlight that the CNN-BiLSTM model has significantly better migration capabilities than traditional methods, achieving over 90% accuracy when applied on a new set of monitored sites with only five samples per site. Overall, our experiments demonstrate that CNN-BiLSTM is an efficient, flexible, and robust model for website fingerprinting attack classification."
487,0,0,"Tobey  J. MacDonald, Jingbo Liu, Bing Yu, Anshu Malhotra, Jenny Munson, Jaekeun  C. Park, Kenty Wang, Baowei Fei, Ravi Bellamkonda, Jack Arbiser",Liposome-Imipramine Blue Inhibits Sonic Hedgehog Medulloblastoma In Vivo,2021,Cancers,"Department of Pediatrics, Emory University School of Medicine, Atlanta, GA 30329, USA; Department of Pediatrics, Emory University School of Medicine, Atlanta, GA 30329, USA; Department of Pediatrics, Emory University School of Medicine, Atlanta, GA 30329, USA; Department of Pediatrics, Emory University School of Medicine, Atlanta, GA 30329, USA; Fralin Biomedical Research Institute, Room 1210, 4 Riverside Circle, Roanoke, VA 24016, USA; Department of Radiology, Emory University School of Medicine, Center for Systems Imaging, Wesley Woods Health Center, 1841 Clifton Road NE, Atlanta, GA 30329, USA; Department of Radiology and Imaging Sciences, Emory University School of Medicine, 1841 Clifton Rd NE, Atlanta, GA 30329, USA; Department of Radiology and Imaging Sciences, Emory University School of Medicine, 1841 Clifton Rd NE, Atlanta, GA 30329, USA; Ravi V Bellamkonda Pratt School of Engineering, Duke University, Durham, NC 27708, USA; Department of Dermatology, Emory University School of Medicine, Atlanta, GA, 30322, USA","Sonic hedgehog subtype of medulloblastoma (SHH MB) with metastasis or specific clinical or molecular alteration shas a poor prognosis and current therapy results in long-term cognitive impairment in the majority of survivors. Thus, a great need exists for new targeted therapeutic approaches to more effectively treat SHH MB in children. Imipramine blue (IB), a novel molecule with anti-tumor properties, inhibits the NADPH oxidase (NOX) family of enzymes, which are critical for SHH MB survival and treatment resistance. In this study, IB was encapsulated within a liposome to form a liposomal nanoparticle, Liposome-IB (Lipo-IB). This complex has the ability to cross the blood–brain barrier and be preferentially taken up by tumor cells within the brain. We demonstrated in vitro that Lipo-IB treatment caused a dose-dependent decrease in SHH MB cell viability and migration. Short-term administration of single agent Lipo-IB treatment of SHH MB in vivo significantly inhibited tumor growth, reduced the tumor volume, including a complete tumor response, and improved survival compared to control treated mice, without any observable toxicity. We conclude that Lipo-IB is a potential novel nanoparticle-based therapeutic for the treatment of SHH MB that warrants further preclinical safety and efficacy testing for development towards clinical investigation."
488,0,0,"Suwadee Phowichit, Miho Kobayashi, Yuriko Fujinoya, Yasufumi Sato, Kingkarn Sanphanya, Opa Vajragupta, Linda Chularojmontri, Suvara K. Wattanapitayakul","Antiangiogenic Effects Of Vh02, A Novel Urea Derivative: In Vitro And In Vivo Studies",2016,Molecules,"Department of Pharmacology, Faculty of Medicine, Srinakharinwirot University, 114 Sukhumvit 23, Bangkok 10110, Thailand; Department of Vascular Biology, Institute of Development, Aging and Cancer, Tohoku University, 4-1 Seiryo-machi, Aoba-ku, Sendai 980-8575, Japan; Department of Vascular Biology, Institute of Development, Aging and Cancer, Tohoku University, 4-1 Seiryo-machi, Aoba-ku, Sendai 980-8575, Japan; Department of Vascular Biology, Institute of Development, Aging and Cancer, Tohoku University, 4-1 Seiryo-machi, Aoba-ku, Sendai 980-8575, Japan; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Mahidol University, 447 Sri Ayudhya Road, Bangkok 10400, Thailand; Department of Pharmaceutical Chemistry, Faculty of Pharmacy, Mahidol University, 447 Sri Ayudhya Road, Bangkok 10400, Thailand; Department of Preclinical Sciences, Faculty of Medicine, Thammasat University, 95 Paholyotin Rd, Klongluang, Pathumthani 12120, Thailand; Department of Pharmacology, Faculty of Medicine, Srinakharinwirot University, 114 Sukhumvit 23, Bangkok 10110, Thailand","Vascular endothelial growth factor receptor 2 (VEGFR2) is a vital target for therapeutic intervention in cancer. We have recently described a computer-based drug design for a small molecule VEGFR2 inhibitor named VH02 (1-((1-(1H-indazol-6-yl)-1H-1,2,3-triazol-4-yl)methyl)-3-(3-chloromethylphenyl)urea). This study aimed to further explore the anti-angiogenic activity of VH02 both in vitro and in vivo. The in vitro assays include cell viability, capillary-like tube formation, MMP activity, and western blot analyses of signaling through VEGFR2 while the in vivo anti-angiogenic response were performed to evaluate the effect on vascularization in Matrigel plug applied in C57BL/6L mice. VH02 reduced angiogenesis behavior of EA.hy926 including cell viability, migration, adhesion, capillary-like tube formation, and MMP-2 activity induced by VEGF. Furthermore, VH02 regulated angiogenesis by directly inhibiting VEGFR2 on Tyr1175 signaling pathway leading to the inhibition of Akt-mediated cell survival and migration. Disruption of phosphorylation at VEGFR2-Tyr1175 by VH02 abolished FAK-Tyr397 signaling but not phosphorylation of p38 MAPK. This suggests that blockade of FAK by VH02 apparently associated with reduction of endothelial cell motility. Actin cytoskeleton rearrangement was diminished by VH02 in human endothelial cells. The anti-angiogenic effect of VH02 was confirmed in the in vivo model, revealing the reduction of vascular density in Matrigel plug after VH02 treatment. Additionally, the pericyte-like cells surrounding blood vessels in the plugs were significantly reduced as well as vascular density and p-Akt intensity. Our findings indicate that VH02 successfully inhibits VEGF-induced angiogenesis both in vitro and in vivo models. The compound could be further developed as an antiangiogenesis agent for cancer therapy."
489,0,0,"Paz de la Torre, Juan  L. Paris, Miguel Fernández-de la Torre, María Vallet-Regí, Ana  I. Flores",Endostatin Genetically Engineered Placental Mesenchymal Stromal Cells Carrying Doxorubicin-Loaded Mesoporous Silica Nanoparticles For Combined Chemo- And Antiangiogenic Therapy,2021,Pharmaceutics,"Grupo de Medicina Regenerativa, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), Avda. Cordoba s/n 28041, 28041 Madrid, Spain; Departamento de Química en Ciencias Farmacéuticas (Unidad Docente de Química Inorgánica y Bioinorgánica), Facultad de Farmacia, Universidad Complutense de Madrid, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), 28040 Madrid, Spain; Grupo de Enfermedades Raras, Mitocondriales y Neuromusculares, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), Avda. Cordoba s/n 28041, 28041 Madrid, Spain; Departamento de Química en Ciencias Farmacéuticas (Unidad Docente de Química Inorgánica y Bioinorgánica), Facultad de Farmacia, Universidad Complutense de Madrid, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), 28040 Madrid, Spain; Grupo de Medicina Regenerativa, Instituto de Investigación Sanitaria Hospital 12 de Octubre (imas12), Avda. Cordoba s/n 28041, 28041 Madrid, Spain","Combination therapies constitute a powerful tool for cancer treatment. By combining drugs with different mechanisms of action, the limitations of each individual agent can be overcome, while increasing therapeutic benefit. Here, we propose employing tumor-migrating decidua-derived mesenchymal stromal cells as therapeutic agents combining antiangiogenic therapy and chemotherapy. First, a plasmid encoding the antiangiogenic protein endostatin was transfected into these cells by nucleofection, confirming its expression by ELISA and its biological effect in an ex ovo chick embryo model. Second, doxorubicin-loaded mesoporous silica nanoparticles were introduced into the cells, which would act as vehicles for the drug being released. The effect of the drug was evaluated in a coculture in vitro model with mammary cancer cells. Third, the combination of endostatin transfection and doxorubicin-nanoparticle loading was carried out with the decidua mesenchymal stromal cells. This final cell platform was shown to retain its tumor-migration capacity in vitro, and the combined in vitro therapeutic efficacy was confirmed through a 3D spheroid coculture model using both cancer and endothelial cells. The results presented here show great potential for the development of combination therapies based on genetically-engineered cells that can simultaneously act as cellular vehicles for drug-loaded nanoparticles."
490,0,0,"S Laura Chang, Stephen P Cavnar, Shuichi Takayama, Gary D Luker, Jennifer J Linderman","Cell, Isoform, And Environment Factors Shape Gradients And Modulate Chemotaxis.",2015,PLoS ONE,NaN; NaN; NaN; NaN; NaN,"Chemokine gradient formation requires multiple processes that include ligand secretion and diffusion, receptor binding and internalization, and immobilization of ligand to surfaces. To understand how these events dynamically shape gradients and influence ensuing cell chemotaxis, we built a multi-scale hybrid agent-based model linking gradient formation, cell responses, and receptor-level information. The CXCL12/CXCR4/CXCR7 signaling axis is highly implicated in metastasis of many cancers. We model CXCL12 gradient formation as it is impacted by CXCR4 and CXCR7, with particular focus on the three most highly expressed isoforms of CXCL12. We trained and validated our model using data from an in vitro microfluidic source-sink device. Our simulations demonstrate how isoform differences on the molecular level affect gradient formation and cell responses. We determine that ligand properties specific to CXCL12 isoforms (binding to the migration surface and to CXCR4) significantly impact migration and explain differences in in vitro chemotaxis data. We extend our model to analyze CXCL12 gradient formation in a tumor environment and find that short distance, steep gradients characteristic of the CXCL12-γ isoform are effective at driving chemotaxis. We highlight the importance of CXCL12-γ in cancer cell migration: its high effective affinity for both extracellular surface sites and CXCR4 strongly promote CXCR4+ cell migration. CXCL12-γ is also more difficult to inhibit, and we predict that co-inhibition of CXCR4 and CXCR7 is necessary to effectively hinder CXCL12-γ-induced migration. These findings support the growing importance of understanding differences in protein isoforms, and in particular their implications for cancer treatment."
491,1,0,"Maxwell Franklin, Martin Cenek, E.  Jamie Trammell",Studying Kenai River Fisheries’ Social-Ecological Drivers Using A Holistic Fisheries Agent-Based Model: Implications For Policy And Adaptive Capacity,2019,Fishes,"Software Engineer, General Communications Inc., Anchorage, AK 99503, USA ; Computer Science, University of Portland, Portland, OR 97203, USA; Environmental Science and Policy, Southern Oregon University, Ashland, OR 97520, USA","Alaska&#8217;s salmon fisheries are one of the more intensely managed natural resources in the world. The state&#8217;s salmon fisheries support recreational, subsistence, and commercial harvest with multiple billions of dollars flowing into the economy, and define the cultural identity of many Alaskans. Fishery management practices rely on historic records to set policies with two goals: to meet salmon escapement quota and to maximize salmon harvest. At the same time, rapid social and ecological changes to the sub-Arctic are already impacting salmon runs and fisheries management. Combined with the inability of fishery managers to test the outcome of proposed policy changes, an understanding of the role social and ecological drivers play in harvest and effort is required. To address the two-forked problem of understanding socio-ecological dynamics and potential policy responses to ecological and social changes, we (1) conducted stakeholder workshops to solicit key system drivers, (2) built an integrated agent based model (ABM) of the system&#8217;s socio-ecological dynamics, and (3) tested the impacts of alternative future scenarios of ecological, social, and policy changes on the system&#8217;s outcomes. We previously constructed and validated a high-fidelity, data-driven, agent-based model of the Kenai River, Alaska that simulates seasonal harvest of sockeye and Chinook salmon, the fishing activities of the personal use fishery, commercial drift, and set gillnet agents. We study the role of key stakeholder and ecological drivers, using the ABM decision support tool, and their implications for fisheries management policies. Analysis of the scenario based studies found resilience in management of commercial fisheries to changing salmon migration dynamics, a lack of adaptive capacity in recreational (personal use) dipnet users to altered sockeye salmon runs, and the possible utility of introducing management measures in the dipnet fishery to manipulate sockeye escapement levels. These findings represent the usefulness of this type of ABM in assisting fishery managers everywhere in investigating possible future outcomes of different management or ecological scenarios."
492,0,0,"Sri Handayani, Ratna Asmah Susidarti, Zalinar Udin, Edy Meiyanto, Riris Istighfari Jenie","Brazilein In Combination With Cisplatin Inhibit Proliferation And Migration On Highly Metastatic Cancer Cells, 4T1",2016,Indonesian Journal of Biotechnology,"Cancer Chemoprevention Research Center, Faculty of Pharmacy, Universitas Gadjah Mada, Indonesia, 55281; Faculty of Pharmacy, Universitas Gadjah Mada, Indonesia, 55281; Research Center for Chemistry, Indonesian Institute of Sciences (LIPI), Indonesia; Faculty of Pharmacy, Universitas Gadjah Mada, Indonesia, 55281; Faculty of Pharmacy, Universitas Gadjah Mada, Indonesia, 55281","Brazilein performs anti­cancer activities on several cancer cells and potentially inhibits metastasis. The aims of this study is to observe the synergistic cytotoxic and migration inhibitory effect of brazilein combined with cisplatin on 4T1 breast cancer cells. Under MTT assay, we found that brazilein revealed cytotoxic effect on 4T1 cells in a dose­dependent manner (IC50=50 ± 0.3 µM). Combination of brazilein and cisplatin showed synergistic effect (CI=0.72). Flowcytometry analysis on the cell cycle progression showed that single treatment of 25 µM brazilein induced G2/M­phase accumulation, 12.5 µM cisplatin induced S­phase accumulation, while combination of brazilein and cisplatin induced S­phase and G2/Mphase accumulation. Combination of brazilein and cisplatin induced apoptosis higher than that of the single treatments. Based on wound healing assay, 12.5 µM brazilein and its combination with 6.25 µM cisplatin inhibited cells migration. Immunoblotting and gelatin zymography analysis showed that combination of brazilein and cisplatin inhibited the expression level of Rac1 and MMP9 proteins. Based on these results, we conclude that brazilein enhanced cytotoxic activity of cisplatin and inhibited migration on 4T1 cells and potentially can be developed as an enhancing cytotoxic and antimetastasis agent."
493,0,0,"Hanaa Rady, Sohair Salem, Mohamed Ez El-Arab",Primmorph Extracts And Mesohyls Of Marine Sponges Inhibit Proliferation And Migration Of Hepatocellular Carcinoma Cells In Vitro,2019,Journal of Pharmaceutical Analysis,"Chemistry of Natural Compound Department, National Research Centre, Cairo, Egypt; Corresponding author.; Molecular Genetics and Enzymology Department, National Research Centre, Cairo, Egypt; National Institute of Oceanography and Fisheries (NIOF), Hurghada, Egypt","Cancer recurrence and severe side effects of currently being used chemotherapeutic agents reduce their clinical efficacy. Thus, there is a constant need to develop alternative anticancer drugs. Sustainable supply is an important challenge facing marine-based drug discovery. Primmorph, a 3D cell culture system, could provide a sustainable source to produce metabolites for anticancer drugs from marine sponges. In the present work, the anticancer activity of primmorph extracts and mesohyls of Negombata magnifica, Hemimycle arabica, Crella spinulata, and Stylissa carteri sponges was evaluated. Antiproliferative activity was studied in terms of cytotoxicity, colony formation, cell cycle, and apoptosis. Migration was assessed by migration assay and matrix metalloproteinase activity. The expression of proliferation and migration-related genes was analyzed using real time PCR. Migration and proliferation activities of HepG2 cells were inhibited by treatment with primmorph extracts and mesohyls of N. magnifica, H. arabica, and C. spinulata. The mesohyl of S. carteri did not show any anticancer activity although the primmorph extract led to cell cycle arrest. Among the selected sponge species, the primmorph extract of C. spinulata was the most promising anticancer agent regarding antiproliferative and antimigratory activities. In addition, primmorph extracts have the advantage of working under well-defined and controlled conditions, which allows the easy application as a bioreactor. Keywords: Marine sponge, Primmorph, Mesohyl, Proliferation, Migration, Hepatocellular carcinoma cell line"
494,0,0,"Wallace Ribeiro Corrêa, Alessandra Freitas Serain, Leticia Aranha Netto, Jane V. N. Marinho, Arielle Cristina Arena, Diana Figueiredo de Santana Aquino, Ângela Midori Kuraoka-Oliveira, Armando Jorge Júnior, Laura Priscila Toledo Bernal, Cândida Aparecida Leite Kassuya, Marcos José Salvador","Anti-Inflammatory And Antioxidant Properties Of The Extract, Tiliroside, And Patuletin 3-O-Β-D-Glucopyranoside From Pfaffia Townsendii (Amaranthaceae)",2018,Evidence-Based Complementary and Alternative Medicine,"Institute of Biology, Department of Plant Biology, PPG BTPB and PPGBV, State University of Campinas (UNICAMP), Campinas, SP, Brazil; Institute of Biology, Department of Plant Biology, PPG BTPB and PPGBV, State University of Campinas (UNICAMP), Campinas, SP, Brazil; Institute of Biology, Department of Plant Biology, PPG BTPB and PPGBV, State University of Campinas (UNICAMP), Campinas, SP, Brazil; Institute of Biology, Department of Plant Biology, PPG BTPB and PPGBV, State University of Campinas (UNICAMP), Campinas, SP, Brazil; School of Health Sciences, Federal University of Grande Dourados (UFGD), Dourados, MS, Brazil; School of Health Sciences, Federal University of Grande Dourados (UFGD), Dourados, MS, Brazil; School of Health Sciences, Federal University of Grande Dourados (UFGD), Dourados, MS, Brazil; School of Health Sciences, Federal University of Grande Dourados (UFGD), Dourados, MS, Brazil; School of Health Sciences, Federal University of Grande Dourados (UFGD), Dourados, MS, Brazil; School of Health Sciences, Federal University of Grande Dourados (UFGD), Dourados, MS, Brazil; Institute of Biology, Department of Plant Biology, PPG BTPB and PPGBV, State University of Campinas (UNICAMP), Campinas, SP, Brazil","Brazilian ginseng, including Pfaffia townsendii, is used in popular medicine as a natural anti-inflammatory, tonic, analgesic, and antidiabetic agent. In this study, we investigated the chemical composition and evaluated the antioxidant and anti-inflammatory activities of the P. townsendii ethanolic extract as well as the major isolated glycoside flavonoids tiliroside and patuletin 3-O-β-D-glucopyranoside. Chromatographic techniques and spectroscopic analysis were used for the isolation and identification of the major compounds. The antioxidant potential was determined through DPPH and ORAC-FL assays. The total phenolic content was measured using Folin-Ciocalteu reagent. The anti-inflammatory activity was determined based on a model of paw edema and carrageenan- (Cg-) induced pleurisy. We identified three phenolic acids, one carboxylic acid and two flavonoids, patuletin 3-O-β-D-glucopyranoside, and tiliroside. The ethanol crude extracts, partitions and isolated flavonoids (4581 μmol of Trolox equivalents/g of extract in ORAC and a SC50 of approximately 31.9 μg/mL in the DPPH assay) demonstrated antioxidant activity, and the ethanolic extract as well as isolated flavonoids inhibited paw edema induced by Cg and leukocyte migration in the Cg-induced pleurisy model. The extract, tiliroside, and patuletin 3-O-β-D-glucopyranoside obtained from P. townsendii have therapeutic potential against oxidative stress-related and inflammatory disorders."
495,0,0,"Yuya Monoe, Kentaro Jingushi, Akitaka Kawase, Takayuki Hirono, Ryo Hirose, Yoshino Nakatsuji, Kaori Kitae, Yuko Ueda, Hiroaki Hase, Yuichi Abe, Jun Adachi, Takeshi Tomonaga, Kazutake Tsujikawa",Pharmacological Inhibition Of Mir-130 Family Suppresses Bladder Tumor Growth By Targeting Various Oncogenic Pathways Via Ptpn1,2021,International Journal of Molecular Sciences,"Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan; Laboratory of Proteome Research, National Institute of Biomedical Innovation, Health and Nutrition, Ibaraki, Osaka 567-0085, Japan; Laboratory of Proteome Research, National Institute of Biomedical Innovation, Health and Nutrition, Ibaraki, Osaka 567-0085, Japan; Laboratory of Proteome Research, National Institute of Biomedical Innovation, Health and Nutrition, Ibaraki, Osaka 567-0085, Japan; Laboratory of Molecular and Cellular Physiology, Graduate School of Pharmaceutical Sciences, Osaka University, 1-6 Yamadaoka, Suita, Osaka 565-0871, Japan","Previously, we have revealed that the miR-130 family (miR-130b, miR-301a, and miR-301b) functions as an oncomiR in bladder cancer. The pharmacological inhibition of the miR-130 family molecules by the seed-targeting strategy with an 8-mer tiny locked nucleic acid (LNA) inhibits the growth, migration, and invasion of bladder cancer cells by repressing stress fiber formation. Here, we searched for a functionally advanced target sequence with LNA for the miR-130 family with low cytotoxicity and found LNA #9 (A(L)^i^i^A(L)^T(L)^T(L)^G(L)^5(L)^A(L)^5(L)^T(L)^G) as a candidate LNA. LNA #9 inhibited cell growth in vitro and in an in vivo orthotopic bladder cancer model. Proteome-wide tyrosine phosphorylation analysis suggested that the miR-130 family upregulates a wide range of receptor tyrosine kinases (RTKs) signaling via the expression of phosphorylated Src (pSrc<sup>Tyr416</sup>). SILAC-based proteome analysis and a luciferase assay identified protein tyrosine phosphatase non-receptor type 1 (PTPN1), which is implicated as a negative regulator of multiple signaling pathways downstream of RTKs as a target gene of the miR-130 family. The miR-130-targeted LNA increased and decreased PTPN1 and pSrc<sup>Tyr416</sup> expressions, respectively. PTPN1 knockdown led to increased tumor properties (cell growth, invasion, and migration) and increased pSrc<sup>Tyr416</sup> expression in bladder cancer cells, suggesting that the miR-130 family upregulates multiple RTK signaling by targeting PTPN1 and subsequent Src activation in bladder cancer. Thus, our newly designed miR-130 family targeting LNA could be a promising nucleic acid therapeutic agent for bladder cancer."
496,0,0,"Lowell T. Edgar, Hyojin Park, Jessica R. Crawshaw, James M. Osborne, Anne Eichmann, Anne Eichmann, Anne Eichmann, Miguel O. Bernabeu, Miguel O. Bernabeu",Traffic Patterns Of The Migrating Endothelium: How Force Transmission Regulates Vascular Malformation And Functional Shunting During Angiogenic Remodelling,2022,Frontiers in Cell and Developmental Biology,"Centre for Medical Informatics, Usher Institute, The University of Edinburgh, Edinburgh, United Kingdom; Cardiovascular Research Center Department of Internal Medicine, Yale University School of Medicine, New Haven, CT, United States; School of Mathematics and Statistics, University of Melbourne, Melbourne, VIC, Australia; School of Mathematics and Statistics, University of Melbourne, Melbourne, VIC, Australia; Cardiovascular Research Center Department of Internal Medicine, Yale University School of Medicine, New Haven, CT, United States; Yale University School of Medicine, Department of Cellular and Molecular Physiology, New Haven, CT, United States; Université de Paris, PARCC, INSERM, Paris, France; Centre for Medical Informatics, Usher Institute, The University of Edinburgh, Edinburgh, United Kingdom; The Bayes Centre, The University of Edinburgh, Edinburgh, United Kingdom","Angiogenesis occurs in distinct phases: initial spouting is followed by remodelling in which endothelial cells (ECs) composing blood vessels rearrange by migrating against the direction of flow. Abnormal remodelling can result in vascular malformation. Such is the case in mutation of the Alk1 receptor within the mouse retina which disrupts flow-migration coupling, creating mixed populations of ECs polarised with/against flow which aggregate into arteriovenous malformations (AVMs). The lack of live imaging options in vivo means that the collective EC dynamics that drive AVM and the consequences of mixed populations of polarity remain a mystery. Therefore, our goal is to present a novel agent-based model to provide theoretical insight into EC force transmission and collective dynamics during angiogenic remodelling. Force transmission between neighbouring agents consists of extrusive forces which maintain spacing and cohesive forces which maintain the collective. We performed migration simulations within uniformly polarised populations (against flow) and mixed polarity (with/against flow). Within uniformly polarised populations, extrusive forces stabilised the plexus by facilitating EC intercalation which ensures that cells remained evenly distributed. Excess cohesion disrupts intercalation, resulting in aggregations of cells and functional shunting. Excess cohesion between ECs prevents them from resolving diameter balances within the plexus, leading to prolonged flow reversals which exert a critical behaviour change within the system as they switch the direction of cell migration and traffic patterns at bifurcations. Introducing mixtures of cell polarity dramatically changed the role of extrusive forces within the system. At low extrusion, opposing ECs were able to move past each other; however, at high extrusion the pushing between cells resulted in migration speeds close to zero, forming traffic jams and disrupting migration. In our study, we produced vascular malformations and functional shunting with either excess cohesion between ECs or mixtures of cell polarity. At the centre of both these mechanisms are cell-cell adherens junctions, which are involved in flow sensing/polarity and must remodelling dynamically to allow rearrangements of cells during vascular patterning. Thus, our findings implicate junctional dysfunction as a new target in the treatment and prevention of vascular disease and AVMs."
